#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Workers per class in absolute numbers
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,C,From 20 to 49 persons employed,0.0002275413781455149,0.1277633364374116,5.0,20,49,4721.727293335428,165260.45526674
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,C,From 50 to 249 persons employed,7.023756725389381e-05,0.1277633364374116,5.0,50,249,1457.5047449528256,218625.71174292386
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,C,250 persons employed or more,2.4668804108684655e-05,0.1277633364374116,5.0,250,2000,511.904105544407,511904.1055444071
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,From 0 to 9 persons employed,0.0010044911897966783,0.1277633364374116,5.0,0,9,20844.267998345345,104221.33999172674
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,From 10 to 19 persons employed,9.44953389759966e-05,0.1277633364374116,5.0,10,19,1960.8794882599727,29413.19232389959
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,From 20 to 49 persons employed,4.3774523100900735e-05,0.1277633364374116,5.0,20,49,908.3682368579313,31792.888290027597
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,From 50 to 249 persons employed,1.3512337999202928e-05,0.1277633364374116,5.0,50,249,280.3954851974579,42059.32277961869
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,I,250 persons employed or more,4.745796760695662e-06,0.1277633364374116,5.0,250,2000,98.48036553276569,98480.3655327657
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,From 0 to 9 persons employed,0.006284610876878602,0.1277633364374116,5.0,0,9,130412.40651348013,652062.0325674007
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,From 10 to 19 persons employed,0.0005912111934631151,0.1277633364374116,5.0,10,19,12268.265451547837,184023.98177321756
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,From 20 to 49 persons employed,0.000273875815740882,0.1277633364374116,5.0,20,49,5683.21649762196,198912.57741676862
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,From 50 to 249 persons employed,8.454010072406868e-05,0.1277633364374116,5.0,50,249,1754.2976324723006,263144.64487084514
28,Wholesale and retail trade and repair services of motor vehicles and motorcycles,Int,250 persons employed or more,2.9692132937233873e-05,0.1277633364374116,5.0,250,2000,616.1435587219786,616143.5587219787
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,From 0 to 9 persons employed,0.009013864912991484,0.4823058606794672,5.0,0,9,187047.3507938951,935236.7539694753
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,From 10 to 19 persons employed,0.0008479598717131417,0.4823058606794672,5.0,10,19,17596.075503070293,263941.1325460544
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,From 20 to 49 persons employed,0.00039281343815669685,0.4823058606794672,5.0,20,49,8151.299544943726,285295.48407303035
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,From 50 to 249 persons employed,0.00012125381548458414,0.4823058606794672,5.0,50,249,2516.146534141505,377421.9801212257
29,"Wholesale trade services, except of motor vehicles and motorcycles",C,250 persons employed or more,4.258670592629297e-05,0.4823058606794672,5.0,250,2000,883.7197583326262,883719.758332626
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,From 0 to 9 persons employed,0.003025988417589376,0.4823058606794672,5.0,0,9,62792.500498574795,313962.5024928739
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,From 10 to 19 persons employed,0.0002846633242402314,0.4823058606794672,5.0,10,19,5907.068852405063,88606.03278607591
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,From 20 to 49 persons employed,0.00013186895139979878,0.4823058606794672,5.0,20,49,2736.4219731927737,95774.76906174708
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,From 50 to 249 persons employed,4.070536277019726e-05,0.4823058606794672,5.0,50,249,844.6798729251201,126701.980938768
29,"Wholesale trade services, except of motor vehicles and motorcycles",I,250 persons employed or more,1.4296517655874161e-05,0.4823058606794672,5.0,250,2000,296.6680529297983,296668.05292979826
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,From 0 to 9 persons employed,0.03518713509600995,0.4823058606794672,5.0,0,9,730170.7386638944,3650853.6933194706
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,From 10 to 19 persons employed,0.0033101537298347765,0.4823058606794672,5.0,10,19,68689.23506871627,1030338.5260307437
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,From 20 to 49 persons employed,0.0015334132083593276,0.4823058606794672,5.0,20,49,31819.9663590022,1113698.8225650769
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,From 50 to 249 persons employed,0.0004733346269937334,0.4823058606794672,5.0,50,249,9822.200451505478,1473330.0677258216
29,"Wholesale trade services, except of motor vehicles and motorcycles",Int,250 persons employed or more,0.00016624435679779906,0.4823058606794672,5.0,250,2000,3449.748451260461,3449748.4512604605
30,"Retail trade services, except of motor vehicles and motorcycles",C,From 0 to 9 persons employed,0.02613759659276435,0.3899308028831212,5.0,0,9,542383.1226658111,2711915.613329056
30,"Retail trade services, except of motor vehicles and motorcycles",C,From 10 to 19 persons employed,0.002458837942173546,0.3899308028831212,5.0,10,19,51023.520715537146,765352.8107330571
30,"Retail trade services, except of motor vehicles and motorcycles",C,From 20 to 49 persons employed,0.0011390451578610458,0.3899308028831212,5.0,20,49,23636.40694298077,827274.243004327
30,"Retail trade services, except of motor vehicles and motorcycles",C,From 50 to 249 persons employed,0.0003516009331248936,0.3899308028831212,5.0,50,249,7296.095926940919,1094414.3890411379
30,"Retail trade services, except of motor vehicles and motorcycles",C,250 persons employed or more,0.00012348910821947481,0.3899308028831212,5.0,250,2000,2562.5312523890057,2562531.2523890063
30,"Retail trade services, except of motor vehicles and motorcycles",I,From 0 to 9 persons employed,0.0011362464445041406,0.3899308028831212,5.0,0,9,23578.33064340298,117891.6532170149
30,"Retail trade services, except of motor vehicles and motorcycles",I,From 10 to 19 persons employed,0.000106889929970837,0.3899308028831212,5.0,10,19,2218.0805260098664,33271.20789014799
30,"Retail trade services, except of motor vehicles and motorcycles",I,From 20 to 49 persons employed,4.951625931465915e-05,0.3899308028831212,5.0,20,49,1027.5154126929033,35963.03944425162
30,"Retail trade services, except of motor vehicles and motorcycles",I,From 50 to 249 persons employed,1.5284699521994042e-05,0.3899308028831212,5.0,50,249,317.17388499456445,47576.08274918467
30,"Retail trade services, except of motor vehicles and motorcycles",I,250 persons employed or more,5.368284710163762e-06,0.3899308028831212,5.0,250,2000,111.39765716882265,111397.65716882265
30,"Retail trade services, except of motor vehicles and motorcycles",Int,From 0 to 9 persons employed,0.01090785661902267,0.3899308028831212,5.0,0,9,226349.70715915938,1131748.5357957971
30,"Retail trade services, except of motor vehicles and motorcycles",Int,From 10 to 19 persons employed,0.00102613305042999,0.3899308028831212,5.0,10,19,21293.359784919303,319400.39677378954
30,"Retail trade services, except of motor vehicles and motorcycles",Int,From 20 to 49 persons employed,0.0004753513285142601,0.3899308028831212,5.0,20,49,9864.049167943736,345241.7208780308
30,"Retail trade services, except of motor vehicles and motorcycles",Int,From 50 to 249 persons employed,0.00014673164581255403,0.3899308028831212,5.0,50,249,3044.8388002031616,456725.8200304743
30,"Retail trade services, except of motor vehicles and motorcycles",Int,250 persons employed or more,5.1535017065872634e-05,0.3899308028831212,5.0,250,2000,1069.4067981201347,1069406.798120135
31,Land transport services and transport services via pipelines,C,From 0 to 9 persons employed,0.0016627221568556313,0.4398883062180041,6.0,0,9,34503.26553018434,172516.3276509217
31,Land transport services and transport services via pipelines,C,From 10 to 19 persons employed,0.00020224357808269725,0.4398883062180041,6.0,10,19,4196.770848088095,62951.562721321425
31,Land transport services and transport services via pipelines,C,From 20 to 49 persons employed,0.00012145506447125616,0.4398883062180041,6.0,20,49,2520.322666152614,88211.29331534148
31,Land transport services and transport services via pipelines,C,From 50 to 249 persons employed,4.172862017526603e-05,0.4398883062180041,6.0,50,249,865.9135599889779,129887.03399834668
31,Land transport services and transport services via pipelines,C,250 persons employed or more,1.8557875506255372e-05,0.4398883062180041,6.0,250,2000,385.09579223946616,385095.7922394661
31,Land transport services and transport services via pipelines,I,From 0 to 9 persons employed,0.00021729583284348813,0.4398883062180041,6.0,0,9,4509.121255339354,22545.60627669677
31,Land transport services and transport services via pipelines,I,From 10 to 19 persons employed,2.6430565416794686e-05,0.4398883062180041,6.0,10,19,548.4625395340511,8226.938093010767
31,Land transport services and transport services via pipelines,I,From 20 to 49 persons employed,1.5872573345176545e-05,0.4398883062180041,6.0,20,49,329.372896438466,11528.05137534631
31,Land transport services and transport services via pipelines,I,From 50 to 249 persons employed,5.453379710499227e-06,0.4398883062180041,6.0,50,249,113.16346956252892,16974.520434379338
31,Land transport services and transport services via pipelines,I,250 persons employed or more,2.4252693075092418e-06,0.4398883062180041,6.0,250,2000,50.32693559424511,50326.9355942451
31,Land transport services and transport services via pipelines,Int,From 0 to 9 persons employed,0.007162601283302571,0.4398883062180041,6.0,0,9,148631.64777450275,743158.2388725139
31,Land transport services and transport services via pipelines,Int,From 10 to 19 persons employed,0.0008712159791352364,0.4398883062180041,6.0,10,19,18078.66463936981,271179.96959054715
31,Land transport services and transport services via pipelines,Int,From 20 to 49 persons employed,0.0005231987780150507,0.4398883062180041,6.0,20,49,10856.934989703557,379992.7246396245
31,Land transport services and transport services via pipelines,Int,From 50 to 249 persons employed,0.00017975671231989078,0.4398883062180041,6.0,50,249,3730.1443000766285,559521.6450114943
31,Land transport services and transport services via pipelines,Int,250 persons employed or more,7.994279884249796e-05,0.4398883062180041,6.0,250,2000,1658.898694719393,1658898.694719393
32,Water transport services,C,From 0 to 9 persons employed,0.00018835029384130664,0.04285654993554425,6.0,0,9,3908.470320371817,19542.351601859078
32,Water transport services,C,From 10 to 19 persons employed,2.2909803181687392e-05,0.04285654993554425,6.0,10,19,475.402952419221,7131.044286288315
32,Water transport services,C,From 20 to 49 persons employed,1.375821990905375e-05,0.04285654993554425,6.0,20,49,285.4977981663879,9992.422935823575
32,Water transport services,C,From 50 to 249 persons employed,4.7269460139190625e-06,0.04285654993554425,6.0,50,249,98.08919234800145,14713.378852200216
32,Water transport services,C,250 persons employed or more,2.1022040815789032e-06,0.04285654993554425,6.0,250,2000,43.62298615333361,43622.98615333362
32,Water transport services,I,From 0 to 9 persons employed,1.6339923294767705e-05,0.04285654993554425,6.0,0,9,339.07090842427857,1695.3545421213923
32,Water transport services,I,From 10 to 19 persons employed,1.9874905371923585e-06,0.04285654993554425,6.0,10,19,41.242557249106774,618.6383587366016
32,Water transport services,I,From 20 to 49 persons employed,1.193564678884414e-06,0.04285654993554425,6.0,20,49,24.767745394622676,866.8710888117936
32,Water transport services,I,From 50 to 249 persons employed,4.100760010017387e-07,0.04285654993554425,6.0,50,249,8.50951621218315,1276.4274318274724
32,Water transport services,I,250 persons employed or more,1.823721786804757e-07,0.04285654993554425,6.0,250,2000,3.7844180282232376,3784.418028223238
32,Water transport services,Int,From 0 to 9 persons employed,0.0006762958398778015,0.04285654993554425,6.0,0,9,14033.86299030889,70169.31495154442
32,Water transport services,Int,From 10 to 19 persons employed,8.226058090065211e-05,0.04285654993554425,6.0,10,19,1706.995154770676,25604.92732156014
32,Water transport services,Int,From 20 to 49 persons employed,4.9400649708869314e-05,0.04285654993554425,6.0,20,49,1025.1163895548764,35879.073634420674
32,Water transport services,Int,From 50 to 249 persons employed,1.697270473723749e-05,0.04285654993554425,6.0,50,249,352.2018010644515,52830.270159667714
32,Water transport services,Int,250 persons employed or more,7.5482328482258755e-06,0.04285654993554425,6.0,250,2000,156.63391575806736,156633.91575806736
33,Air transport services,C,From 0 to 9 persons employed,0.0004780086933361876,0.06137227433873126,6.0,0,9,9919.192334036456,49595.961670182274
33,Air transport services,C,From 10 to 19 persons employed,5.81421183908234e-05,0.06137227433873126,6.0,10,19,1206.511226818382,18097.66840227573
33,Air transport services,C,From 20 to 49 persons employed,3.4916583283378014e-05,0.06137227433873126,6.0,20,49,724.5564987907903,25359.477457677665
33,Air transport services,C,From 50 to 249 persons employed,1.1996377820827279e-05,0.06137227433873126,6.0,50,249,248.93768790281214,37340.65318542182
33,Air transport services,C,250 persons employed or more,5.335122158121933e-06,0.06137227433873126,6.0,250,2000,110.70949869686146,110709.49869686147
33,Air transport services,I,From 0 to 9 persons employed,2.2003933517812828e-05,0.06137227433873126,6.0,0,9,456.60518670741374,2283.025933537069
33,Air transport services,I,From 10 to 19 persons employed,2.676426863133845e-06,0.06137227433873126,6.0,10,19,55.538723863197696,833.0808579479655
33,Air transport services,I,From 20 to 49 persons employed,1.6072974988684384e-06,0.06137227433873126,6.0,20,49,33.35314451714139,1167.3600580999487
33,Air transport services,I,From 50 to 249 persons employed,5.52223220422473e-07,0.06137227433873126,6.0,50,249,11.459223254835386,1718.883488225308
33,Air transport services,I,250 persons employed or more,2.455889922365097e-07,0.06137227433873126,6.0,250,2000,5.096234614718262,5096.2346147182625
33,Air transport services,Int,From 0 to 9 persons employed,0.0007615942467970642,0.06137227433873126,6.0,0,9,15803.896288477403,79019.48144238701
33,Air transport services,Int,From 10 to 19 persons employed,9.263576893130243e-05,0.06137227433873126,6.0,10,19,1922.2914182330508,28834.371273495763
33,Air transport services,Int,From 20 to 49 persons employed,5.563135005105163e-05,0.06137227433873126,6.0,20,49,1154.410094735226,40404.353315732915
33,Air transport services,Int,From 50 to 249 persons employed,1.9113402032461092e-05,0.06137227433873126,6.0,50,249,396.62356262714445,59493.53439407166
33,Air transport services,Int,250 persons employed or more,8.500260347205693e-06,0.06137227433873126,6.0,250,2000,176.38950598334998,176389.50598334998
34,Warehousing and support services for transportation,C,From 0 to 9 persons employed,0.0003223489994833701,0.3417841104735874,6.0,0,9,6689.086975058377,33445.43487529188
34,Warehousing and support services for transportation,C,From 10 to 19 persons employed,3.9208604262651195e-05,0.3417841104735874,6.0,10,19,813.6205308651776,12204.307962977662
34,Warehousing and support services for transportation,C,From 20 to 49 persons employed,2.354627822397929e-05,0.3417841104735874,6.0,20,49,488.61049121154815,17101.36719240419
34,Warehousing and support services for transportation,C,From 50 to 249 persons employed,8.089853682323006e-06,0.3417841104735874,6.0,50,249,167.87312814149615,25180.96922122442
34,Warehousing and support services for transportation,C,250 persons employed or more,3.597782454099917e-06,0.3417841104735874,6.0,250,2000,74.65783914758163,74657.83914758162
34,Warehousing and support services for transportation,I,From 0 to 9 persons employed,5.2951639968343046e-06,0.3417841104735874,6.0,0,9,109.88032405495242,549.4016202747621
34,Warehousing and support services for transportation,I,From 10 to 19 persons employed,6.440720771290171e-07,0.3417841104735874,6.0,10,19,13.36518540162171,200.47778102432565
34,Warehousing and support services for transportation,I,From 20 to 49 persons employed,3.8679010920116414e-07,0.3417841104735874,6.0,20,49,8.02630901813111,280.9208156345889
34,Warehousing and support services for transportation,I,From 50 to 249 persons employed,1.3289044491203438e-07,0.3417841104735874,6.0,50,249,2.757619057591214,413.64285863868207
34,Warehousing and support services for transportation,I,250 persons employed or more,5.9100069024333594e-08,0.3417841104735874,6.0,250,2000,1.2263897284288472,1226.389728428847
34,Warehousing and support services for transportation,Int,From 0 to 9 persons employed,0.006698283875267249,0.3417841104735874,6.0,0,9,138996.56427382582,694982.8213691291
34,Warehousing and support services for transportation,Int,From 10 to 19 persons employed,0.0008147391867980661,0.3417841104735874,6.0,10,19,16906.710711728934,253600.66067593396
34,Warehousing and support services for transportation,Int,From 20 to 49 persons employed,0.000489282287219798,0.3417841104735874,6.0,20,49,10153.13148114042,355359.6018399148
34,Warehousing and support services for transportation,Int,From 50 to 249 persons employed,0.00016810393877574642,0.3417841104735874,6.0,50,249,3488.336768915167,523250.515337275
34,Warehousing and support services for transportation,Int,250 persons employed or more,7.476048704243042e-05,0.3417841104735874,6.0,250,2000,1551.3601746120535,1551360.1746120534
35,Postal and courier services,C,From 0 to 9 persons employed,0.0001600203874259147,0.11409875903413289,6.0,0,9,3320.594420922663,16602.97210461332
35,Postal and courier services,C,From 10 to 19 persons employed,1.9463922812214274e-05,0.11409875903413289,6.0,10,19,403.8972442147781,6058.4586632216715
35,Postal and courier services,C,From 20 to 49 persons employed,1.168883591969681e-05,0.11409875903413289,6.0,20,49,242.5558640769788,8489.45524269426
35,Postal and courier services,C,From 50 to 249 persons employed,4.015962582601641e-06,0.11409875903413289,6.0,50,249,83.33552468491001,12500.328702736502
35,Postal and courier services,C,250 persons employed or more,1.7860100174094942e-06,0.11409875903413289,6.0,250,2000,37.061620677975654,37061.62067797565
35,Postal and courier services,I,From 0 to 9 persons employed,0.0,0.11409875903413289,6.0,0,9,0.0,0.0
35,Postal and courier services,I,From 10 to 19 persons employed,0.0,0.11409875903413289,6.0,10,19,0.0,0.0
35,Postal and courier services,I,From 20 to 49 persons employed,0.0,0.11409875903413289,6.0,20,49,0.0,0.0
35,Postal and courier services,I,From 50 to 249 persons employed,0.0,0.11409875903413289,6.0,50,249,0.0,0.0
35,Postal and courier services,I,250 persons employed or more,0.0,0.11409875903413289,6.0,250,2000,0.0,0.0
35,Postal and courier services,Int,From 0 to 9 persons employed,0.0021854650980561658,0.11409875903413289,6.0,0,9,45350.74141778546,226753.70708892736
35,Postal and courier services,Int,From 10 to 19 persons employed,0.0002658269028191635,0.11409875903413289,6.0,10,19,5516.1929341105615,82742.89401165844
35,Postal and courier services,Int,From 20 to 49 persons employed,0.00015963930190601215,0.11409875903413289,6.0,20,49,3312.686488242093,115944.02708847329
35,Postal and courier services,Int,From 50 to 249 persons employed,5.4847674103018873e-05,0.11409875903413289,6.0,50,249,1138.147979496606,170722.1969244909
35,Postal and courier services,Int,250 persons employed or more,2.4392282887293e-05,0.11409875903413289,6.0,250,2000,506.16599404630205,506165.994046302
36,Accommodation and food services,C,From 0 to 9 persons employed,0.031174921303908084,1.0,7.0,0,9,646913.0053968092,3234565.0269840467
36,Accommodation and food services,C,From 10 to 19 persons employed,0.004272118845350367,1.0,7.0,10,19,88651.04148030348,1329765.6222045526
36,Accommodation and food services,C,From 20 to 49 persons employed,0.0015537976649884345,1.0,7.0,20,49,32242.96566580922,1128503.7983033229
36,Accommodation and food services,C,From 50 to 249 persons employed,0.00032837214292901065,1.0,7.0,50,249,6814.073652342048,1022111.0478513073
36,Accommodation and food services,C,250 persons employed or more,5.438291827459522e-05,1.0,7.0,250,2000,1128.5037983033228,1128503.798303323
36,Accommodation and food services,I,From 0 to 9 persons employed,2.2281473430869502e-05,1.0,7.0,0,9,462.3644371485866,2311.8221857429335
36,Accommodation and food services,I,From 10 to 19 persons employed,3.0533870997858206e-06,1.0,7.0,10,19,63.36105249813965,950.415787472095
36,Accommodation and food services,I,From 20 to 49 persons employed,1.1105369297290512e-06,1.0,7.0,20,49,23.044830676929553,806.5690736925346
36,Accommodation and food services,I,From 50 to 249 persons employed,2.3469554603793733e-07,1.0,7.0,50,249,4.870183939217006,730.5275908825511
36,Accommodation and food services,I,250 persons employed or more,3.88687925405168e-08,1.0,7.0,250,2000,0.8065690736925345,806.5690736925346
36,Accommodation and food services,Int,From 0 to 9 persons employed,0.012174052614732127,1.0,7.0,0,9,252624.630166042,1263123.1508302104
36,Accommodation and food services,Int,From 10 to 19 persons employed,0.001668296099055884,1.0,7.0,10,19,34618.930800531685,519283.9620079754
36,Accommodation and food services,Int,From 20 to 49 persons employed,0.0006067702414326806,1.0,7.0,20,49,12591.132360656697,440689.63262298447
36,Accommodation and food services,Int,From 50 to 249 persons employed,0.00012823191135783149,1.0,7.0,50,249,2660.9494970520677,399142.42455781024
36,Accommodation and food services,Int,250 persons employed or more,2.1236958450143824e-05,1.0,7.0,250,2000,440.68963262298445,440689.63262298447
37,Publishing services,C,From 0 to 9 persons employed,0.0004524940131155881,0.09203898631521364,8.0,0,9,9389.7353932365,46948.6769661825
37,Publishing services,C,From 10 to 19 persons employed,4.08455871707438e-05,0.09203898631521364,8.0,10,19,847.5896794167937,12713.845191251907
37,Publishing services,C,From 20 to 49 persons employed,2.4760455449351844e-05,0.09203898631521364,8.0,20,49,513.805969021837,17983.20891576429
37,Publishing services,C,From 50 to 249 persons employed,1.1154752630705858e-05,0.09203898631521364,8.0,50,249,231.47306382721405,34720.95957408211
37,Publishing services,C,250 persons employed or more,4.160656666740243e-06,0.09203898631521364,8.0,250,2000,86.33808189815012,86338.08189815012
37,Publishing services,I,From 0 to 9 persons employed,0.0003280850499839877,0.09203898631521364,8.0,0,9,6808.116166256277,34040.58083128139
37,Publishing services,I,From 10 to 19 persons employed,2.9615478039740625e-05,0.09203898631521364,8.0,10,19,614.5528875015985,9218.293312523978
37,Publishing services,I,From 20 to 49 persons employed,1.795280164657509e-05,0.09203898631521364,8.0,20,49,372.5398616169966,13038.895156594881
37,Publishing services,I,From 50 to 249 persons employed,8.087858553543535e-06,0.09203898631521364,8.0,50,249,167.8317270825392,25174.75906238088
37,Publishing services,I,250 persons employed or more,3.0167233397737505e-06,0.09203898631521364,8.0,250,2000,62.60024021100222,62600.240211002216
37,Publishing services,Int,From 0 to 9 persons employed,0.0007221772324500169,0.09203898631521364,8.0,0,9,14985.951025153803,74929.75512576902
37,Publishing services,Int,From 10 to 19 persons employed,6.518926714115124e-05,0.09203898631521364,8.0,10,19,1352.7471108839964,20291.20666325995
37,Publishing services,Int,From 20 to 49 persons employed,3.951751111024556e-05,0.09203898631521364,8.0,20,49,820.0306787919944,28701.0737577198
37,Publishing services,Int,From 50 to 249 persons employed,1.780290600541028e-05,0.09203898631521364,8.0,50,249,369.4293665245951,55414.40497868926
37,Publishing services,Int,250 persons employed or more,6.640378501524244e-06,0.09203898631521364,8.0,250,2000,137.79496575200318,137794.9657520032
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 0 to 9 persons employed,0.00028782349996246676,0.08031878482938368,8.0,0,9,5972.645883189645,29863.229415948223
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 10 to 19 persons employed,2.598116111318007e-05,0.08031878482938368,8.0,10,19,539.1369189220386,8087.053783830579
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 20 to 49 persons employed,1.5749691137408932e-05,0.08031878482938368,8.0,20,49,326.8229590204435,11438.803565715521
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 50 to 249 persons employed,7.095342369900385e-06,0.08031878482938368,8.0,50,249,147.23595328711116,22085.392993066675
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,250 persons employed or more,2.6465206814956044e-06,0.08031878482938368,8.0,250,2000,54.91813856468367,54918.13856468367
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 0 to 9 persons employed,0.00016342611190574402,0.08031878482938368,8.0,0,9,3391.2668514100396,16956.334257050195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 10 to 19 persons employed,1.4752096837393143e-05,0.08031878482938368,8.0,10,19,306.12180887162054,4591.827133074307
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 20 to 49 persons employed,8.942670722295937e-06,0.08031878482938368,8.0,20,49,185.56999508798427,6494.949828079449
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 50 to 249 persons employed,4.028733638164079e-06,0.08031878482938368,8.0,50,249,83.60053776563112,12540.080664844669
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,250 persons employed or more,1.5026937866830456e-06,0.08031878482938368,8.0,250,2000,31.182505458718733,31182.50545871873
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 0 to 9 persons employed,0.000860146399598925,0.08031878482938368,8.0,0,9,17848.959008471666,89244.79504235832
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 10 to 19 persons employed,7.764342450083348e-05,0.08031878482938368,8.0,10,19,1611.184214499935,24167.76321749902
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 20 to 49 persons employed,4.706717876894686e-05,0.08031878482938368,8.0,20,49,976.6943684041089,34184.3028941438
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 50 to 249 persons employed,2.120408234278083e-05,0.08031878482938368,8.0,50,249,440.0074181848913,66001.11272773371
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,250 persons employed or more,7.908997131747019e-06,0.08031878482938368,8.0,250,2000,164.12016101967873,164120.16101967872
39,Telecommunications services,C,From 0 to 9 persons employed,0.0007456828544219012,0.11614763143740667,8.0,0,9,15473.717855591536,77368.58927795768
39,Telecommunications services,C,From 10 to 19 persons employed,6.731106522781433e-05,0.11614763143740667,8.0,10,19,1396.7766936280063,20951.650404420092
39,Telecommunications services,C,From 20 to 49 persons employed,4.080373786413517e-05,0.11614763143740667,8.0,20,49,846.7212614840573,29635.244151942
39,Telecommunications services,C,From 50 to 249 persons employed,1.8382359856571568e-05,0.11614763143740667,8.0,50,249,381.4536545312664,57218.048179689955
39,Telecommunications services,C,250 persons employed or more,6.856511356166487e-06,0.11614763143740667,8.0,250,2000,142.27995396411706,142279.95396411704
39,Telecommunications services,I,From 0 to 9 persons employed,0.0,0.11614763143740667,8.0,0,9,0.0,0.0
39,Telecommunications services,I,From 10 to 19 persons employed,0.0,0.11614763143740667,8.0,10,19,0.0,0.0
39,Telecommunications services,I,From 20 to 49 persons employed,0.0,0.11614763143740667,8.0,20,49,0.0,0.0
39,Telecommunications services,I,From 50 to 249 persons employed,0.0,0.11614763143740667,8.0,50,249,0.0,0.0
39,Telecommunications services,I,250 persons employed or more,0.0,0.11614763143740667,8.0,250,2000,0.0,0.0
39,Telecommunications services,Int,From 0 to 9 persons employed,0.0011507046585605806,0.11614763143740667,8.0,0,9,23878.354069821366,119391.77034910684
39,Telecommunications services,Int,From 10 to 19 persons employed,0.00010387144597869161,0.11614763143740667,8.0,10,19,2155.443750376494,32331.65625564741
39,Telecommunications services,Int,From 20 to 49 persons employed,6.296651581636e-05,0.11614763143740667,8.0,20,49,1306.6226403279093,45731.79241147681
39,Telecommunications services,Int,From 50 to 249 persons employed,2.8366841207168094e-05,0.11614763143740667,8.0,50,249,588.6423359356709,88296.3503903506
39,Telecommunications services,Int,250 persons employed or more,1.0580663766409074e-05,0.11614763143740667,8.0,250,2000,219.56010504388212,219560.10504388207
40,"Computer programming, consultancy and related services; Information services",C,From 0 to 9 persons employed,9.906520179043804e-05,0.7114945974179961,8.0,0,9,2055.709035982707,10278.545179913534
40,"Computer programming, consultancy and related services; Information services",C,From 10 to 19 persons employed,8.942386458238127e-06,0.7114945974179961,8.0,10,19,185.5640963043379,2783.461444565068
40,"Computer programming, consultancy and related services; Information services",C,From 20 to 49 persons employed,5.420844131448444e-06,0.7114945974179961,8.0,20,49,112.48832145162,3937.0912508066986
40,"Computer programming, consultancy and related services; Information services",C,From 50 to 249 persons employed,2.4421269414696417e-06,0.7114945974179961,8.0,50,249,50.67674955344938,7601.512433017406
40,"Computer programming, consultancy and related services; Information services",C,250 persons employed or more,9.108988855639606e-07,0.7114945974179961,8.0,250,2000,18.90212744815862,18902.127448158622
40,"Computer programming, consultancy and related services; Information services",I,From 0 to 9 persons employed,0.003938971488289186,0.7114945974179961,8.0,0,9,81737.87702046457,408689.38510232285
40,"Computer programming, consultancy and related services; Information services",I,From 10 to 19 persons employed,0.000355561838664353,0.7114945974179961,8.0,10,19,7378.288959014534,110674.33438521798
40,"Computer programming, consultancy and related services; Information services",I,From 20 to 49 persons employed,0.00021554037230352838,0.7114945974179961,8.0,20,49,4472.693569036951,156544.27491629327
