#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row,L min,L max,Firms in absolute numbers,Recipe,K min,K max,Cost of capital,Wage
36,Accommodation and food services,C,250 persons employed or more,2.4308371267265315e-05,1.0,7.0,250,1850,986.1957513792912,75.10813438386478,18777.033595966193,138950.04861014982,0.15,15071.06721653759
36,Accommodation and food services,I,From 0 to 9 persons employed,3.561452677900377e-05,1.0,7.0,0,9,1444.8888660893333,75.10813438386478,75.10813438386478,675.9732094547829,0.15,15071.06721653759
36,Accommodation and food services,I,From 10 to 19 persons employed,1.7417430692416547e-06,1.0,7.0,10,19,70.66288382692154,75.10813438386478,751.0813438386477,1427.0545532934307,0.15,15071.06721653759
36,Accommodation and food services,I,From 20 to 49 persons employed,6.583053073499446e-07,1.0,7.0,20,49,26.7075852216071,75.10813438386478,1502.1626876772955,3680.298584809374,0.15,15071.06721653759
36,Accommodation and food services,I,From 50 to 249 persons employed,1.8225204587427762e-07,1.0,7.0,50,249,7.394003956301122,75.10813438386478,3755.4067191932386,18701.92546158233,0.15,15071.06721653759
36,Accommodation and food services,I,250 persons employed or more,1.737378334524891e-08,1.0,7.0,250,1850,0.7048580561850342,75.10813438386478,18777.033595966193,138950.04861014982,0.15,15071.06721653759
36,Accommodation and food services,Int,From 0 to 9 persons employed,0.019458907158971424,1.0,7.0,0,9,789451.9692688813,75.10813438386478,75.10813438386478,675.9732094547829,0.15,15071.06721653759
36,Accommodation and food services,Int,From 10 to 19 persons employed,0.0009516458519711759,1.0,7.0,10,19,38608.47301174537,75.10813438386478,751.0813438386477,1427.0545532934307,0.15,15071.06721653759
36,Accommodation and food services,Int,From 20 to 49 persons employed,0.0003596819336522165,1.0,7.0,20,49,14592.371941158424,75.10813438386478,1502.1626876772955,3680.298584809374,0.15,15071.06721653759
36,Accommodation and food services,Int,From 50 to 249 persons employed,9.957806437262376e-05,1.0,7.0,50,249,4039.9030825689283,75.10813438386478,3755.4067191932386,18701.92546158233,0.15,15071.06721653759
36,Accommodation and food services,Int,250 persons employed or more,9.492610675781647e-06,1.0,7.0,250,1850,385.117218057314,75.10813438386478,18777.033595966193,138950.04861014982,0.15,15071.06721653759
37,Publishing services,C,From 0 to 9 persons employed,0.0007232627679423227,0.09203898631521364,8.0,0,9,29342.92310386407,243.3546941145305,243.3546941145305,2190.1922470307745,0.15,95383.26843394665
37,Publishing services,C,From 10 to 19 persons employed,2.3299541145221693e-05,0.09203898631521364,8.0,10,19,945.2673004648258,243.3546941145305,2433.5469411453055,4623.73918817608,0.15,95383.26843394665
37,Publishing services,C,From 20 to 49 persons employed,1.4677530119315375e-05,0.09203898631521364,8.0,20,49,595.47049389948,243.3546941145305,4867.093882290611,11924.380011611995,0.15,95383.26843394665
37,Publishing services,C,From 50 to 249 persons employed,8.662186063978406e-06,0.09203898631521364,8.0,50,249,351.4267163368634,243.3546941145305,12167.734705726525,60595.3188345181,0.15,95383.26843394665
37,Publishing services,C,250 persons employed or more,1.859752844819124e-06,0.09203898631521364,8.0,250,1850,75.45056532216212,243.3546941145305,60838.67352863263,450206.1841118815,0.15,95383.26843394665
37,Publishing services,I,From 0 to 9 persons employed,0.0005244084882760622,0.09203898631521364,8.0,0,9,21275.36301955087,243.3546941145305,243.3546941145305,2190.1922470307745,0.15,95383.26843394665
37,Publishing services,I,From 10 to 19 persons employed,1.6893551957960036e-05,0.09203898631521364,8.0,10,19,685.3749674739018,243.3546941145305,2433.5469411453055,4623.73918817608,0.15,95383.26843394665
37,Publishing services,I,From 20 to 49 persons employed,1.0642081581766634e-05,0.09203898631521364,8.0,20,49,431.75149525148606,243.3546941145305,4867.093882290611,11924.380011611995,0.15,95383.26843394665
37,Publishing services,I,From 50 to 249 persons employed,6.280599666287727e-06,0.09203898631521364,8.0,50,249,254.80525366782265,243.3546941145305,12167.734705726525,60595.3188345181,0.15,95383.26843394665
37,Publishing services,I,250 persons employed or more,1.348431332492532e-06,0.09203898631521364,8.0,250,1850,54.706143678233175,243.3546941145305,60838.67352863263,450206.1841118815,0.15,95383.26843394665
37,Publishing services,Int,From 0 to 9 persons employed,0.0011543222428299828,0.09203898631521364,8.0,0,9,46831.096953605644,243.3546941145305,243.3546941145305,2190.1922470307745,0.15,95383.26843394665
37,Publishing services,Int,From 10 to 19 persons employed,3.718590225261886e-05,0.09203898631521364,8.0,10,19,1508.6399006141226,243.3546941145305,2433.5469411453055,4623.73918817608,0.15,95383.26843394665
37,Publishing services,Int,From 20 to 49 persons employed,2.3425233867262822e-05,0.09203898631521364,8.0,20,49,950.3666807191987,243.3546941145305,4867.093882290611,11924.380011611995,0.15,95383.26843394665
37,Publishing services,Int,From 50 to 249 persons employed,1.3824787460896303e-05,0.09203898631521364,8.0,50,249,560.8745443187173,243.3546941145305,12167.734705726525,60595.3188345181,0.15,95383.26843394665
37,Publishing services,Int,250 persons employed or more,2.968152337011004e-06,0.09203898631521364,8.0,250,1850,120.41856659267954,243.3546941145305,60838.67352863263,450206.1841118815,0.15,95383.26843394665
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 0 to 9 persons employed,0.000460054752610669,0.08031878482938368,8.0,0,9,18664.518384967643,154.98966931330577,154.98966931330577,1394.9070238197519,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 10 to 19 persons employed,1.4820429189245743e-05,0.08031878482938368,8.0,10,19,601.2679393182588,154.98966931330577,1549.8966931330579,2944.8037169528093,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 20 to 49 persons employed,9.33611930168616e-06,0.08031878482938368,8.0,20,49,378.7683299905802,154.98966931330577,3099.7933862661157,7594.493796351982,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 50 to 249 persons employed,5.5098645241599995e-06,0.08031878482938368,8.0,50,249,223.53636632658578,154.98966931330577,7749.483465665287,38592.427659013134,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,250 persons employed or more,1.1829561438291535e-06,0.08031878482938368,8.0,250,1850,47.99278035889511,154.98966931330577,38747.41732832644,286730.88822961564,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 0 to 9 persons employed,0.0002612189744504009,0.08031878482938368,8.0,0,9,10597.708910656374,154.98966931330577,154.98966931330577,1394.9070238197519,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 10 to 19 persons employed,8.415036018562326e-06,0.08031878482938368,8.0,10,19,341.3997868456735,154.98966931330577,1549.8966931330579,2944.8037169528093,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 20 to 49 persons employed,5.301046224376066e-06,0.08031878482938368,8.0,20,49,215.06456384369034,154.98966931330577,3099.7933862661157,7594.493796351982,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 50 to 249 persons employed,3.128499710511073e-06,0.08031878482938368,8.0,50,249,126.92389336887315,154.98966931330577,7749.483465665287,38592.427659013134,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,250 persons employed or more,6.716822051230045e-07,0.08031878482938368,8.0,250,1850,27.250288786785575,154.98966931330577,38747.41732832644,286730.88822961564,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 0 to 9 persons employed,0.0013748510428371683,0.08031878482938368,8.0,0,9,55777.99690147396,154.98966931330577,154.98966931330577,1394.9070238197519,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 10 to 19 persons employed,4.429012505685913e-05,0.08031878482938368,8.0,10,19,1796.859718773162,154.98966931330577,1549.8966931330579,2944.8037169528093,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 20 to 49 persons employed,2.7900534197584904e-05,0.08031878482938368,8.0,20,49,1131.9305594087352,154.98966931330577,3099.7933862661157,7594.493796351982,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 50 to 249 persons employed,1.6465959636207916e-05,0.08031878482938368,8.0,50,249,668.0274567584383,154.98966931330577,7749.483465665287,38592.427659013134,0.15,60748.45314322195
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,250 persons employed or more,3.5352063612969835e-06,0.08031878482938368,8.0,250,1850,143.42406800636084,154.98966931330577,38747.41732832644,286730.88822961564,0.15,60748.45314322195
39,Telecommunications services,C,From 0 to 9 persons employed,0.001191893438728321,0.11614763143740667,8.0,0,9,48355.36829872355,249.76063458883837,249.76063458883837,2247.8457112995457,0.15,97894.0872289407
39,Telecommunications services,C,From 10 to 19 persons employed,3.839623916405563e-05,0.11614763143740667,8.0,10,19,1557.7435244922005,249.76063458883837,2497.606345888384,4745.452057187929,0.15,97894.0872289407
39,Telecommunications services,C,From 20 to 49 persons employed,2.4187684782558014e-05,0.11614763143740667,8.0,20,49,981.2994752298678,249.76063458883837,4995.212691776768,12238.27109485308,0.15,97894.0872289407
39,Telecommunications services,C,From 50 to 249 persons employed,1.4274760422235772e-05,0.11614763143740667,8.0,50,249,579.1300423045543,249.76063458883837,12488.031729441918,62190.39801262075,0.15,97894.0872289407
39,Telecommunications services,C,250 persons employed or more,3.0647605706326233e-06,0.11614763143740667,8.0,250,1850,124.33798301504594,249.76063458883837,62440.158647209595,462057.173989351,0.15,97894.0872289407
39,Telecommunications services,I,From 0 to 9 persons employed,0.0,0.11614763143740667,8.0,0,9,0.0,249.76063458883837,249.76063458883837,2247.8457112995457,0.15,97894.0872289407
39,Telecommunications services,I,From 10 to 19 persons employed,0.0,0.11614763143740667,8.0,10,19,0.0,249.76063458883837,2497.606345888384,4745.452057187929,0.15,97894.0872289407
39,Telecommunications services,I,From 20 to 49 persons employed,0.0,0.11614763143740667,8.0,20,49,0.0,249.76063458883837,4995.212691776768,12238.27109485308,0.15,97894.0872289407
39,Telecommunications services,I,From 50 to 249 persons employed,0.0,0.11614763143740667,8.0,50,249,0.0,249.76063458883837,12488.031729441918,62190.39801262075,0.15,97894.0872289407
39,Telecommunications services,I,250 persons employed or more,0.0,0.11614763143740667,8.0,250,1850,0.0,249.76063458883837,62440.158647209595,462057.173989351,0.15,97894.0872289407
39,Telecommunications services,Int,From 0 to 9 persons employed,0.001839277012096185,0.11614763143740667,8.0,0,9,74619.85646819178,249.76063458883837,249.76063458883837,2247.8457112995457,0.15,97894.0872289407
39,Telecommunications services,Int,From 10 to 19 persons employed,5.925137076074812e-05,0.11614763143740667,8.0,10,19,2403.8406138027817,249.76063458883837,2497.606345888384,4745.452057187929,0.15,97894.0872289407
39,Telecommunications services,Int,From 20 to 49 persons employed,3.7325360767027586e-05,0.11614763143740667,8.0,20,49,1514.297761969431,249.76063458883837,4995.212691776768,12238.27109485308,0.15,97894.0872289407
39,Telecommunications services,Int,From 50 to 249 persons employed,2.202817621499071e-05,0.11614763143740667,8.0,50,249,893.6877569873544,249.76063458883837,12488.031729441918,62190.39801262075,0.15,97894.0872289407
39,Telecommunications services,Int,250 persons employed or more,4.729402379425506e-06,0.11614763143740667,8.0,250,1850,191.87285243719487,249.76063458883837,62440.158647209595,462057.173989351,0.15,97894.0872289407
40,"Computer programming, consultancy and related services; Information services",C,From 0 to 9 persons employed,0.0001583450166785171,0.7114945974179961,8.0,0,9,6424.090737445958,131.44428411375355,131.44428411375355,1182.998557023782,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",C,From 10 to 19 persons employed,5.101003943197774e-06,0.7114945974179961,8.0,10,19,206.9488062873657,131.44428411375355,1314.4428411375357,2497.4413981613175,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",C,From 20 to 49 persons employed,3.213373969400523e-06,0.7114945974179961,8.0,20,49,130.36725996048676,131.44428411375355,2628.8856822750713,6440.769921573924,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",C,From 50 to 249 persons employed,1.8964255559225193e-06,0.7114945974179961,8.0,50,249,76.93838494956891,131.44428411375355,6572.214205687677,32729.626744324636,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",C,250 persons employed or more,4.0715851594103864e-07,0.7114945974179961,8.0,250,1850,16.518506902174803,131.44428411375355,32861.07102843839,243171.9256104441,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",I,From 0 to 9 persons employed,0.006296020143670236,0.7114945974179961,8.0,0,9,255430.86568895177,131.44428411375355,131.44428411375355,1182.998557023782,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",I,From 10 to 19 persons employed,0.0002028230774355131,0.7114945974179961,8.0,10,19,8228.575047228105,131.44428411375355,1314.4428411375357,2497.4413981613175,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",I,From 20 to 49 persons employed,0.0001277682598724694,0.7114945974179961,8.0,20,49,5183.585262128917,131.44428411375355,2628.8856822750713,6440.769921573924,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",I,From 50 to 249 persons employed,7.540454225534913e-05,0.7114945974179961,8.0,50,249,3059.17818965793,131.44428411375355,6572.214205687677,32729.626744324636,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",I,250 persons employed or more,1.618919415213557e-05,0.7114945974179961,8.0,250,1850,656.7990226721062,131.44428411375355,32861.07102843839,243171.9256104441,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",Int,From 0 to 9 persons employed,0.012113911892954379,0.7114945974179961,8.0,0,9,491463.96153256856,131.44428411375355,131.44428411375355,1182.998557023782,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",Int,From 10 to 19 persons employed,0.00039024349253104256,0.7114945974179961,8.0,10,19,15832.26083336132,131.44428411375355,1314.4428411375357,2497.4413981613175,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",Int,From 20 to 49 persons employed,0.0002458336230653998,0.7114945974179961,8.0,20,49,9973.521958657735,131.44428411375355,2628.8856822750713,6440.769921573924,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",Int,From 50 to 249 persons employed,0.00014508276027804556,0.7114945974179961,8.0,50,249,5886.038196942727,131.44428411375355,6572.214205687677,32729.626744324636,0.15,51519.80109259579
40,"Computer programming, consultancy and related services; Information services",Int,250 persons employed or more,3.114895872340372e-05,0.7114945974179961,8.0,250,1850,1263.7198278387796,131.44428411375355,32861.07102843839,243171.9256104441,0.15,51519.80109259579
41,"Financial services, except insurance and pension funding",C,From 0 to 9 persons employed,0.0018827118885669178,0.6231745400231202,9.0,0,9,76382.01857136835,213.92409914709205,213.92409914709205,1925.3168923238286,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",C,From 10 to 19 persons employed,0.0,0.6231745400231202,9.0,10,19,0.0,213.92409914709205,2139.2409914709206,4064.5578837947487,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",C,From 20 to 49 persons employed,1.9374080629975442e-05,0.6231745400231202,9.0,20,49,786.0105390891166,213.92409914709205,4278.481982941841,10482.28085820751,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",C,From 50 to 249 persons employed,1.6531005132432997e-05,0.6231745400231202,9.0,50,249,670.6663662648896,213.92409914709205,10696.204957354603,53267.10068762592,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",C,250 persons employed or more,0.0,0.6231745400231202,9.0,250,1850,0.0,213.92409914709205,53481.024786773014,395759.5834221203,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",I,From 0 to 9 persons employed,6.85573366002226e-07,0.6231745400231202,9.0,0,9,27.813856114690534,213.92409914709205,213.92409914709205,1925.3168923238286,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",I,From 10 to 19 persons employed,0.0,0.6231745400231202,9.0,10,19,0.0,213.92409914709205,2139.2409914709206,4064.5578837947487,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",I,From 20 to 49 persons employed,7.054905082052172e-09,0.6231745400231202,9.0,20,49,0.2862189877638289,213.92409914709205,4278.481982941841,10482.28085820751,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",I,From 50 to 249 persons employed,6.019623555183889e-09,0.6231745400231202,9.0,50,249,0.24421739777438053,213.92409914709205,10696.204957354603,53267.10068762592,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",I,250 persons employed or more,0.0,0.6231745400231202,9.0,250,1850,0.0,213.92409914709205,53481.024786773014,395759.5834221203,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",Int,From 0 to 9 persons employed,0.006877318462009379,0.6231745400231202,9.0,0,9,279014.261117916,213.92409914709205,213.92409914709205,1925.3168923238286,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",Int,From 10 to 19 persons employed,0.0,0.6231745400231202,9.0,10,19,0.0,213.92409914709205,2139.2409914709206,4064.5578837947487,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",Int,From 20 to 49 persons employed,7.077116961449121e-05,0.6231745400231202,9.0,20,49,2871.201283976697,213.92409914709205,4278.481982941841,10482.28085820751,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",Int,From 50 to 249 persons employed,6.038575922489713e-05,0.6231745400231202,9.0,50,249,2449.862993149273,213.92409914709205,10696.204957354603,53267.10068762592,0.15,282535.9254420764
41,"Financial services, except insurance and pension funding",Int,250 persons employed or more,0.0,0.6231745400231202,9.0,250,1850,0.0,213.92409914709205,53481.024786773014,395759.5834221203,0.15,282535.9254420764
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 0 to 9 persons employed,0.0014095056244418135,0.16938490161373554,9.0,0,9,57183.94058929113,208.37823056910568,208.37823056910568,1875.404075121951,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 10 to 19 persons employed,0.0,0.16938490161373554,9.0,10,19,0.0,208.37823056910568,2083.782305691057,3959.186380813008,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 20 to 49 persons employed,1.4504543038247755e-05,0.16938490161373554,9.0,20,49,588.4523715202924,208.37823056910568,4167.564611382114,10210.533297886179,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 50 to 249 persons employed,1.237605437844061e-05,0.16938490161373554,9.0,50,249,502.0991374808094,208.37823056910568,10418.911528455284,51886.17941170731,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,250 persons employed or more,0.0,0.16938490161373554,9.0,250,1850,0.0,208.37823056910568,52094.55764227642,385499.7265528455,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 0 to 9 persons employed,1.9044555253860512e-05,0.16938490161373554,9.0,0,9,772.6416250502796,208.37823056910568,208.37823056910568,1875.404075121951,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 10 to 19 persons employed,0.0,0.16938490161373554,9.0,10,19,0.0,208.37823056910568,2083.782305691057,3959.186380813008,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 20 to 49 persons employed,1.959783391664717e-07,0.16938490161373554,9.0,20,49,7.950882571413321,208.37823056910568,4167.564611382114,10210.533297886179,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 50 to 249 persons employed,1.6721923442365405e-07,0.16938490161373554,9.0,50,249,6.784119623826109,208.37823056910568,10418.911528455284,51886.17941170731,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,250 persons employed or more,0.0,0.16938490161373554,9.0,250,1850,0.0,208.37823056910568,52094.55764227642,385499.7265528455,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 0 to 9 persons employed,0.0009526976241504163,0.16938490161373554,9.0,0,9,38651.14363098109,208.37823056910568,208.37823056910568,1875.404075121951,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 10 to 19 persons employed,0.0,0.16938490161373554,9.0,10,19,0.0,208.37823056910568,2083.782305691057,3959.186380813008,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 20 to 49 persons employed,9.803752076121314e-06,0.16938490161373554,9.0,20,49,397.7402903199298,208.37823056910568,4167.564611382114,10210.533297886179,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 50 to 249 persons employed,8.365087303121621e-06,0.16938490161373554,9.0,50,249,339.3733569210651,208.37823056910568,10418.911528455284,51886.17941170731,0.15,275211.3317319301
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,250 persons employed or more,0.0,0.16938490161373554,9.0,250,1850,0.0,208.37823056910568,52094.55764227642,385499.7265528455,0.15,275211.3317319301
43,Services auxiliary to financial services and insurance services,C,From 0 to 9 persons employed,0.0002321363633401912,0.2074405583631443,9.0,0,9,9417.821241484222,188.49955172424583,188.49955172424583,1696.4959655182126,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,C,From 10 to 19 persons employed,0.0,0.2074405583631443,9.0,10,19,0.0,188.49955172424583,1884.9955172424586,3581.491482760671,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,C,From 20 to 49 persons employed,2.3888034318015013e-06,0.2074405583631443,9.0,20,49,96.91425926571101,188.49955172424583,3769.9910344849172,9236.478034488047,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,C,From 50 to 249 persons employed,2.038255262052878e-06,0.2074405583631443,9.0,50,249,82.69244605334555,188.49955172424583,9424.977586212291,46936.388379337215,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,C,250 persons employed or more,0.0,0.2074405583631443,9.0,250,1850,0.0,188.49955172424583,47124.887931061465,348724.1706898548,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,I,From 0 to 9 persons employed,1.0439591467540567e-05,0.2074405583631443,9.0,0,9,423.53642859192047,188.49955172424583,188.49955172424583,1696.4959655182126,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,I,From 10 to 19 persons employed,0.0,0.2074405583631443,9.0,10,19,0.0,188.49955172424583,1884.9955172424586,3581.491482760671,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,I,From 20 to 49 persons employed,1.0742880419695489e-07,0.2074405583631443,9.0,20,49,4.358409253748145,188.49955172424583,3769.9910344849172,9236.478034488047,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,I,From 50 to 249 persons employed,9.166401995887905e-08,0.2074405583631443,9.0,50,249,3.7188286308399343,188.49955172424583,9424.977586212291,46936.388379337215,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,I,250 persons employed or more,0.0,0.2074405583631443,9.0,250,1850,0.0,188.49955172424583,47124.887931061465,348724.1706898548,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,Int,From 0 to 9 persons employed,0.0026736661029246904,0.2074405583631443,9.0,0,9,108471.19793920241,188.49955172424583,188.49955172424583,1696.4959655182126,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,Int,From 10 to 19 persons employed,0.0,0.2074405583631443,9.0,10,19,0.0,188.49955172424583,1884.9955172424586,3581.491482760671,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,Int,From 20 to 49 persons employed,2.751340923178859e-05,0.2074405583631443,9.0,20,49,1116.224817863011,188.49955172424583,3769.9910344849172,9236.478034488047,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,Int,From 50 to 249 persons employed,2.347591702068823e-05,0.2074405583631443,9.0,50,249,952.4229069478129,188.49955172424583,9424.977586212291,46936.388379337215,0.15,248956.96886963054
43,Services auxiliary to financial services and insurance services,Int,250 persons employed or more,0.0,0.2074405583631443,9.0,250,1850,0.0,188.49955172424583,47124.887931061465,348724.1706898548,0.15,248956.96886963054
44,Imputed rents of owner-occupied dwellings,C,From 0 to 9 persons employed,,0.0,10.0,0,9,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,C,From 10 to 19 persons employed,,0.0,10.0,10,19,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,C,From 20 to 49 persons employed,,0.0,10.0,20,49,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,C,From 50 to 249 persons employed,,0.0,10.0,50,249,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,C,250 persons employed or more,,0.0,10.0,250,1850,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,I,From 0 to 9 persons employed,,0.0,10.0,0,9,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,I,From 10 to 19 persons employed,,0.0,10.0,10,19,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,I,From 20 to 49 persons employed,,0.0,10.0,20,49,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,I,From 50 to 249 persons employed,,0.0,10.0,50,249,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,I,250 persons employed or more,,0.0,10.0,250,1850,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,Int,From 0 to 9 persons employed,,0.0,10.0,0,9,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,Int,From 10 to 19 persons employed,,0.0,10.0,10,19,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,Int,From 20 to 49 persons employed,,0.0,10.0,20,49,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,Int,From 50 to 249 persons employed,,0.0,10.0,50,249,0.0,0.0,0.0,0.0,0.00,0.0
44,Imputed rents of owner-occupied dwellings,Int,250 persons employed or more,,0.0,10.0,250,1850,0.0,0.0,0.0,0.0,0.00,0.0
45,Real estate services excluding imputed rents,C,From 0 to 9 persons employed,0.017917476592467826,1.0,10.0,0,9,726915.8059439807,15632.848221109585,15632.848221109585,140695.63398998627,0.03,27260.076557335364
45,Real estate services excluding imputed rents,C,From 10 to 19 persons employed,0.0002565060281060714,1.0,10.0,10,19,10406.503683035246,15632.848221109585,156328.48221109583,297024.1162010821,0.03,27260.076557335364
45,Real estate services excluding imputed rents,C,From 20 to 49 persons employed,0.00011034585529344639,1.0,10.0,20,49,4476.754632230587,15632.848221109585,312656.96442219167,766009.5628343696,0.03,27260.076557335364
45,Real estate services excluding imputed rents,C,From 50 to 249 persons employed,4.628003793207585e-05,1.0,10.0,50,249,1877.590903992321,15632.848221109585,781642.4110554793,3892579.2070562867,0.03,27260.076557335364
45,Real estate services excluding imputed rents,C,250 persons employed or more,0.0,1.0,10.0,250,1850,0.0,15632.848221109585,3908212.055277396,28920769.209052734,0.03,27260.076557335364
45,Real estate services excluding imputed rents,I,From 0 to 9 persons employed,0.0005020668249128204,1.0,10.0,0,9,20368.957022813178,15632.848221109585,15632.848221109585,140695.63398998627,0.03,27260.076557335364
45,Real estate services excluding imputed rents,I,From 10 to 19 persons employed,7.187572783343384e-06,1.0,10.0,10,19,291.6013443980984,15632.848221109585,156328.48221109583,297024.1162010821,0.03,27260.076557335364
45,Real estate services excluding imputed rents,I,From 20 to 49 persons employed,3.0920086834526523e-06,1.0,10.0,20,49,125.44344470150631,15632.848221109585,312656.96442219167,766009.5628343696,0.03,27260.076557335364
