#,NACE definition,type,dimensional class,Share of firms,Share of firms per sbs sector,sbs reference row
37,Publishing services,I,250 persons employed or more,3.0167233397737505e-06,0.09203898631521364,8.0
37,Publishing services,Int,From 0 to 9 persons employed,0.0007221772324500169,0.09203898631521364,8.0
37,Publishing services,Int,From 10 to 19 persons employed,6.518926714115124e-05,0.09203898631521364,8.0
37,Publishing services,Int,From 20 to 49 persons employed,3.951751111024556e-05,0.09203898631521364,8.0
37,Publishing services,Int,From 50 to 249 persons employed,1.780290600541028e-05,0.09203898631521364,8.0
37,Publishing services,Int,250 persons employed or more,6.640378501524244e-06,0.09203898631521364,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 0 to 9 persons employed,0.00028782349996246676,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 10 to 19 persons employed,2.598116111318007e-05,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 20 to 49 persons employed,1.5749691137408932e-05,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,From 50 to 249 persons employed,7.095342369900385e-06,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",C,250 persons employed or more,2.6465206814956044e-06,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 0 to 9 persons employed,0.00016342611190574402,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 10 to 19 persons employed,1.4752096837393143e-05,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 20 to 49 persons employed,8.942670722295937e-06,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,From 50 to 249 persons employed,4.028733638164079e-06,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",I,250 persons employed or more,1.5026937866830456e-06,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 0 to 9 persons employed,0.000860146399598925,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 10 to 19 persons employed,7.764342450083348e-05,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 20 to 49 persons employed,4.706717876894686e-05,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,From 50 to 249 persons employed,2.120408234278083e-05,0.08031878482938368,8.0
38,"Motion picture, video and television programme production services, sound recording and music publishing; programming and broadcasting services",Int,250 persons employed or more,7.908997131747019e-06,0.08031878482938368,8.0
39,Telecommunications services,C,From 0 to 9 persons employed,0.0007456828544219012,0.11614763143740667,8.0
39,Telecommunications services,C,From 10 to 19 persons employed,6.731106522781433e-05,0.11614763143740667,8.0
39,Telecommunications services,C,From 20 to 49 persons employed,4.080373786413517e-05,0.11614763143740667,8.0
39,Telecommunications services,C,From 50 to 249 persons employed,1.8382359856571568e-05,0.11614763143740667,8.0
39,Telecommunications services,C,250 persons employed or more,6.856511356166487e-06,0.11614763143740667,8.0
39,Telecommunications services,I,From 0 to 9 persons employed,0.0,0.11614763143740667,8.0
39,Telecommunications services,I,From 10 to 19 persons employed,0.0,0.11614763143740667,8.0
39,Telecommunications services,I,From 20 to 49 persons employed,0.0,0.11614763143740667,8.0
39,Telecommunications services,I,From 50 to 249 persons employed,0.0,0.11614763143740667,8.0
39,Telecommunications services,I,250 persons employed or more,0.0,0.11614763143740667,8.0
39,Telecommunications services,Int,From 0 to 9 persons employed,0.0011507046585605806,0.11614763143740667,8.0
39,Telecommunications services,Int,From 10 to 19 persons employed,0.00010387144597869161,0.11614763143740667,8.0
39,Telecommunications services,Int,From 20 to 49 persons employed,6.296651581636e-05,0.11614763143740667,8.0
39,Telecommunications services,Int,From 50 to 249 persons employed,2.8366841207168094e-05,0.11614763143740667,8.0
39,Telecommunications services,Int,250 persons employed or more,1.0580663766409074e-05,0.11614763143740667,8.0
40,"Computer programming, consultancy and related services; Information services",C,From 0 to 9 persons employed,9.906520179043804e-05,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",C,From 10 to 19 persons employed,8.942386458238127e-06,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",C,From 20 to 49 persons employed,5.420844131448444e-06,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",C,From 50 to 249 persons employed,2.4421269414696417e-06,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",C,250 persons employed or more,9.108988855639606e-07,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",I,From 0 to 9 persons employed,0.003938971488289186,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",I,From 10 to 19 persons employed,0.000355561838664353,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",I,From 20 to 49 persons employed,0.00021554037230352838,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",I,From 50 to 249 persons employed,9.710239538582644e-05,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",I,250 persons employed or more,3.6218618385706016e-05,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",Int,From 0 to 9 persons employed,0.0075788120859121896,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",Int,From 10 to 19 persons employed,0.0006841218242300514,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",Int,From 20 to 49 persons employed,0.00041471231347386305,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",Int,From 50 to 249 persons employed,0.00018683070184921747,0.7114945974179961,8.0
40,"Computer programming, consultancy and related services; Information services",Int,250 persons employed or more,6.968674527670958e-05,0.7114945974179961,8.0
41,"Financial services, except insurance and pension funding",C,From 0 to 9 persons employed,0.0011778787679362608,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",C,From 10 to 19 persons employed,,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",C,From 20 to 49 persons employed,3.268336405451255e-05,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",C,From 50 to 249 persons employed,2.128784484970152e-05,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",C,250 persons employed or more,,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",I,From 0 to 9 persons employed,4.289144380403774e-07,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",I,From 10 to 19 persons employed,,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",I,From 20 to 49 persons employed,1.1901366344578599e-08,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",I,From 50 to 249 persons employed,7.751785887777004e-09,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",I,250 persons employed or more,,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",Int,From 0 to 9 persons employed,0.004302648454035607,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",Int,From 10 to 19 persons employed,,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",Int,From 20 to 49 persons employed,0.00011938836971161115,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",Int,From 50 to 249 persons employed,7.776191848062465e-05,0.6231745400231202,9.0
41,"Financial services, except insurance and pension funding",Int,250 persons employed or more,,0.6231745400231202,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 0 to 9 persons employed,0.0008818273036882366,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 10 to 19 persons employed,,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 20 to 49 persons employed,2.4468632582747635e-05,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,From 50 to 249 persons employed,1.593729621091331e-05,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",C,250 persons employed or more,,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 0 to 9 persons employed,1.1914822132124622e-05,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 10 to 19 persons employed,,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 20 to 49 persons employed,3.306082764962999e-07,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,From 50 to 249 persons employed,2.1533700399817738e-07,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",I,250 persons employed or more,,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 0 to 9 persons employed,0.0005960350654630764,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 10 to 19 persons employed,,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 20 to 49 persons employed,1.653857049135561e-05,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,From 50 to 249 persons employed,1.077216292877967e-05,0.16938490161373554,9.0
42,"Insurance, reinsurance and pension funding services, except compulsory social security",Int,250 persons employed or more,,0.16938490161373554,9.0
43,Services auxiliary to financial services and insurance services,C,From 0 to 9 persons employed,0.00014523119299601214,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,C,From 10 to 19 persons employed,,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,C,From 20 to 49 persons employed,4.029823851122084e-06,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,C,From 50 to 249 persons employed,2.624768514380307e-06,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,C,250 persons employed or more,,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,I,From 0 to 9 persons employed,6.531309017708751e-06,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,I,From 10 to 19 persons employed,,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,I,From 20 to 49 persons employed,1.8122845592361266e-07,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,I,From 50 to 249 persons employed,1.1804058008282578e-07,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,I,250 persons employed or more,,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,Int,From 0 to 9 persons employed,0.0016727224990240154,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,Int,From 10 to 19 persons employed,,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,Int,From 20 to 49 persons employed,4.6414113137944176e-05,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,Int,From 50 to 249 persons employed,3.0231173194689217e-05,0.2074405583631443,9.0
43,Services auxiliary to financial services and insurance services,Int,250 persons employed or more,,0.2074405583631443,9.0
44,Imputed rents of owner-occupied dwellings,C,From 0 to 9 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,C,From 10 to 19 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,C,From 20 to 49 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,C,From 50 to 249 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,C,250 persons employed or more,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,I,From 0 to 9 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,I,From 10 to 19 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,I,From 20 to 49 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,I,From 50 to 249 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,I,250 persons employed or more,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,Int,From 0 to 9 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,Int,From 10 to 19 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,Int,From 20 to 49 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,Int,From 50 to 249 persons employed,,0.0,10.0
44,Imputed rents of owner-occupied dwellings,Int,250 persons employed or more,,0.0,10.0
45,Real estate services excluding imputed rents,C,From 0 to 9 persons employed,0.011209689268668293,1.0,10.0
45,Real estate services excluding imputed rents,C,From 10 to 19 persons employed,0.00044967148775702245,1.0,10.0
45,Real estate services excluding imputed rents,C,From 20 to 49 persons employed,0.0001861494142272928,1.0,10.0
45,Real estate services excluding imputed rents,C,From 50 to 249 persons employed,5.959723920255852e-05,1.0,10.0
45,Real estate services excluding imputed rents,C,250 persons employed or more,,1.0,10.0
45,Real estate services excluding imputed rents,I,From 0 to 9 persons employed,0.000314107462082329,1.0,10.0
45,Real estate services excluding imputed rents,I,From 10 to 19 persons employed,1.2600275208781347e-05,1.0,10.0
45,Real estate services excluding imputed rents,I,From 20 to 49 persons employed,5.216105341517058e-06,1.0,10.0
45,Real estate services excluding imputed rents,I,From 50 to 249 persons employed,1.6699782754328804e-06,1.0,10.0
45,Real estate services excluding imputed rents,I,250 persons employed or more,,1.0,10.0
45,Real estate services excluding imputed rents,Int,From 0 to 9 persons employed,0.004893004117745339,1.0,10.0
45,Real estate services excluding imputed rents,Int,From 10 to 19 persons employed,0.00019628059159298818,1.0,10.0
45,Real estate services excluding imputed rents,Int,From 20 to 49 persons employed,8.125380003849409e-05,1.0,10.0
45,Real estate services excluding imputed rents,Int,From 50 to 249 persons employed,2.601406067868783e-05,1.0,10.0
45,Real estate services excluding imputed rents,Int,250 persons employed or more,,1.0,10.0
46,Legal and accounting services; services of head offices; management consultancy services,C,From 0 to 9 persons employed,0.0007916335210320503,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,C,From 10 to 19 persons employed,4.540803030208495e-05,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,C,From 20 to 49 persons employed,1.972669756533564e-05,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,C,From 50 to 249 persons employed,5.691610743873047e-06,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,C,250 persons employed or more,1.380868829573495e-06,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,I,From 0 to 9 persons employed,0.00125977577068273,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,I,From 10 to 19 persons employed,7.226062925483147e-05,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,I,From 20 to 49 persons employed,3.139232355395636e-05,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,I,From 50 to 249 persons employed,9.057414979018404e-06,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,I,250 persons employed or more,2.197462648776945e-06,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 0 to 9 persons employed,0.030391447291267453,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 10 to 19 persons employed,0.0017432507882270667,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 20 to 49 persons employed,0.0007573237784398971,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,Int,From 50 to 249 persons employed,0.0002185055121204577,0.5337835342347296,11.0
46,Legal and accounting services; services of head offices; management consultancy services,Int,250 persons employed or more,5.30126644907928e-05,0.5337835342347296,11.0
47,Architectural and engineering services; technical testing and analysis services,C,From 0 to 9 persons employed,0.00032994508378232233,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,C,From 10 to 19 persons employed,1.8925621470499956e-05,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,C,From 20 to 49 persons employed,8.221893980004527e-06,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,C,From 50 to 249 persons employed,2.3722075099792658e-06,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,C,250 persons employed or more,5.755325786003169e-07,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,I,From 0 to 9 persons employed,0.0028791534295515846,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,I,From 10 to 19 persons employed,0.00016514799171590046,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,I,From 20 to 49 persons employed,7.174555831708336e-05,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,I,From 50 to 249 persons employed,2.0700261115182466e-05,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,I,250 persons employed or more,5.022189082195836e-06,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,Int,From 0 to 9 persons employed,0.01005423597484373,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,Int,From 10 to 19 persons employed,0.0005767101059778556,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,Int,From 20 to 49 persons employed,0.0002505412758010659,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,Int,From 50 to 249 persons employed,7.228698125522992e-05,0.21822213900086998,11.0
47,Architectural and engineering services; technical testing and analysis services,Int,250 persons employed or more,1.7537889306074614e-05,0.21822213900086998,11.0
48,Scientific research and development services,C,From 0 to 9 persons employed,8.718617629142366e-07,0.1329744735235499,11.0
48,Scientific research and development services,C,From 10 to 19 persons employed,5.0009915317918966e-08,0.1329744735235499,11.0
48,Scientific research and development services,C,From 20 to 49 persons employed,2.1725903285862986e-08,0.1329744735235499,11.0
48,Scientific research and development services,C,From 50 to 249 persons employed,6.2684280606326915e-09,0.1329744735235499,11.0
48,Scientific research and development services,C,250 persons employed or more,1.5208132300104092e-09,0.1329744735235499,11.0
48,Scientific research and development services,I,From 0 to 9 persons employed,0.0073670866196824765,0.1329744735235499,11.0
48,Scientific research and development services,I,From 10 to 19 persons employed,0.0004225754513635392,0.1329744735235499,11.0
48,Scientific research and development services,I,From 20 to 49 persons employed,0.000183580262612734,0.1329744735235499,11.0
48,Scientific research and development services,I,From 50 to 249 persons employed,5.2967172614119934e-05,0.1329744735235499,11.0
48,Scientific research and development services,I,250 persons employed or more,1.285061838289138e-05,0.1329744735235499,11.0
48,Scientific research and development services,Int,From 0 to 9 persons employed,0.0007141038097923126,0.1329744735235499,11.0
48,Scientific research and development services,Int,From 10 to 19 persons employed,4.0960932770519747e-05,0.1329744735235499,11.0
48,Scientific research and development services,Int,From 20 to 49 persons employed,1.7794736468033662e-05,0.1329744735235499,11.0
48,Scientific research and development services,Int,From 50 to 249 persons employed,5.134195063841983e-06,0.1329744735235499,11.0
48,Scientific research and development services,Int,250 persons employed or more,1.2456315527623564e-06,0.1329744735235499,11.0
49,Advertising and market research services,C,From 0 to 9 persons employed,2.559521452428171e-06,0.06382257376629824,11.0
49,Advertising and market research services,C,From 10 to 19 persons employed,1.4681392915142793e-07,0.06382257376629824,11.0
49,Advertising and market research services,C,From 20 to 49 persons employed,6.378065640552247e-08,0.06382257376629824,11.0
49,Advertising and market research services,C,From 50 to 249 persons employed,1.840220179006787e-08,0.06382257376629824,11.0
49,Advertising and market research services,C,250 persons employed or more,4.464645948386574e-09,0.06382257376629824,11.0
49,Advertising and market research services,I,From 0 to 9 persons employed,1.3055907592202414e-07,0.06382257376629824,11.0
49,Advertising and market research services,I,From 10 to 19 persons employed,7.488857303504029e-09,0.06382257376629824,11.0
49,Advertising and market research services,I,From 20 to 49 persons employed,3.253398620318394e-09,0.06382257376629824,11.0
49,Advertising and market research services,I,From 50 to 249 persons employed,9.386811188328198e-10,0.06382257376629824,11.0
49,Advertising and market research services,I,250 persons employed or more,2.2773790342228759e-10,0.06382257376629824,11.0
49,Advertising and market research services,Int,From 0 to 9 persons employed,0.0038763853773262262,0.06382257376629824,11.0
49,Advertising and market research services,Int,From 10 to 19 persons employed,0.0002223491299947895,0.06382257376629824,11.0
49,Advertising and market research services,Int,From 20 to 49 persons employed,9.659555836583635e-05,0.06382257376629824,11.0
49,Advertising and market research services,Int,From 50 to 249 persons employed,2.787006370349126e-05,0.06382257376629824,11.0
49,Advertising and market research services,Int,250 persons employed or more,6.761689085608545e-06,0.06382257376629824,11.0
50,"Other professional, scientific and technical services and veterinary services",C,From 0 to 9 persons employed,0.0004689731480161617,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",C,From 10 to 19 persons employed,2.6900259211130448e-05,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",C,From 20 to 49 persons employed,1.1686331125944904e-05,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",C,From 50 to 249 persons employed,3.371778148500971e-06,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",C,250 persons employed or more,8.180431788161431e-07,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",I,From 0 to 9 persons employed,1.4811872064230632e-06,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",I,From 10 to 19 persons employed,8.496077006016019e-08,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",I,From 20 to 49 persons employed,3.690967004613386e-08,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",I,From 50 to 249 persons employed,1.0649297678519477e-08,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",I,250 persons employed or more,2.58367690322937e-09,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",Int,From 0 to 9 persons employed,0.002641267718574127,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",Int,From 10 to 19 persons employed,0.00015150288790774567,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",Int,From 20 to 49 persons employed,6.581768973788363e-05,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",Int,From 50 to 249 persons employed,1.898993325204697e-05,0.051197279474552305,11.0
50,"Other professional, scientific and technical services and veterinary services",Int,250 persons employed or more,4.607238281651854e-06,0.051197279474552305,11.0
51,Rental and leasing services,C,From 0 to 9 persons employed,4.967983615836739e-05,0.0257275415607954,12.0
51,Rental and leasing services,C,From 10 to 19 persons employed,4.951035327241226e-06,0.0257275415607954,12.0
51,Rental and leasing services,C,From 20 to 49 persons employed,3.177819362068255e-06,0.0257275415607954,12.0
51,Rental and leasing services,C,From 50 to 249 persons employed,1.5680593209551373e-06,0.0257275415607954,12.0
51,Rental and leasing services,C,250 persons employed or more,7.529904000393227e-07,0.0257275415607954,12.0
51,Rental and leasing services,I,From 0 to 9 persons employed,3.5948043219784194e-06,0.0257275415607954,12.0
51,Rental and leasing services,I,From 10 to 19 persons employed,3.5825406379962355e-07,0.0257275415607954,12.0
51,Rental and leasing services,I,From 20 to 49 persons employed,2.299451781767929e-07,0.0257275415607954,12.0
51,Rental and leasing services,I,From 50 to 249 persons employed,1.134638690457653e-07,0.0257275415607954,12.0
51,Rental and leasing services,I,250 persons employed or more,5.448595152046835e-08,0.0257275415607954,12.0
51,Rental and leasing services,Int,From 0 to 9 persons employed,0.0005525510364598287,0.0257275415607954,12.0
51,Rental and leasing services,Int,From 10 to 19 persons employed,5.506660072097688e-05,0.0257275415607954,12.0
51,Rental and leasing services,Int,From 20 to 49 persons employed,3.534446805733246e-05,0.0257275415607954,12.0
51,Rental and leasing services,Int,From 50 to 249 persons employed,1.7440331330044583e-05,0.0257275415607954,12.0
51,Rental and leasing services,Int,250 persons employed or more,8.37493957628426e-06,0.0257275415607954,12.0
52,Employment services,C,From 0 to 9 persons employed,2.6911403649445212e-05,0.14093193589902547,12.0
52,Employment services,C,From 10 to 19 persons employed,2.681959532823675e-06,0.14093193589902547,12.0
52,Employment services,C,From 20 to 49 persons employed,1.721414283755394e-06,0.14093193589902547,12.0
52,Employment services,C,From 50 to 249 persons employed,8.494125704839164e-07,0.14093193589902547,12.0
52,Employment services,C,250 persons employed or more,4.078924200759958e-07,0.14093193589902547,12.0
52,Employment services,I,From 0 to 9 persons employed,2.303539466298543e-06,0.14093193589902547,12.0
52,Employment services,I,From 10 to 19 persons employed,2.2956809356179013e-07,0.14093193589902547,12.0
52,Employment services,I,From 20 to 49 persons employed,1.4734815738837672e-07,0.14093193589902547,12.0
52,Employment services,I,From 50 to 249 persons employed,7.2707295567622e-08,0.14093193589902547,12.0
52,Employment services,I,250 persons employed or more,3.4914428837993764e-08,0.14093193589902547,12.0
52,Employment services,Int,From 0 to 9 persons employed,0.003289414832168419,0.14093193589902547,12.0
52,Employment services,Int,From 10 to 19 persons employed,0.00032781929851985074,0.14093193589902547,12.0
52,Employment services,Int,From 20 to 49 persons employed,0.00021041064045012388,0.14093193589902547,12.0
52,Employment services,Int,From 50 to 249 persons employed,0.0001038247705090514,0.14093193589902547,12.0
52,Employment services,Int,250 persons employed or more,4.985720529500186e-05,0.14093193589902547,12.0
53,"Travel agency, tour operator and other reservation services and related services",C,From 0 to 9 persons employed,0.0001828412327099267,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",C,From 10 to 19 persons employed,1.822174693848528e-05,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",C,From 20 to 49 persons employed,1.1695618472609857e-05,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",C,From 50 to 249 persons employed,5.771071754177659e-06,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",C,250 persons employed or more,2.771299255558074e-06,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",I,From 0 to 9 persons employed,6.17653025686659e-07,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",I,From 10 to 19 persons employed,6.155459008366779e-08,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",I,From 20 to 49 persons employed,3.9508780540463225e-08,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",I,From 50 to 249 persons employed,1.949516461682181e-08,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",I,250 persons employed or more,9.361681415669538e-09,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",Int,From 0 to 9 persons employed,9.66789961946621e-05,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",Int,From 10 to 19 persons employed,9.634917555608185e-06,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",Int,From 20 to 49 persons employed,6.1841666513019514e-06,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",Int,From 50 to 249 persons employed,3.051507670845912e-06,0.011896588861198229,12.0
53,"Travel agency, tour operator and other reservation services and related services",Int,250 persons employed or more,1.4653501631518088e-06,0.011896588861198229,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 0 to 9 persons employed,0.00026394903251001066,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 10 to 19 persons employed,2.630485697220044e-05,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 20 to 49 persons employed,1.688375830056401e-05,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,From 50 to 249 persons employed,8.331101160741314e-06,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",C,250 persons employed or more,4.0006389503003675e-06,0.19044667381212263,12.0
54,"Security and investigation services; services to buildings and landscape; office administrative, office support and other business support services",I,From 0 to 9 persons employed,9.06043924177751e-05,0.19044667381212263,12.0
